Year,Distance,Fuel,Seller_Type,Transmission,Owner,Engine,Power,Seats,Price
2016,82000,Diesel,Individual,Automatic,First,2477 cc,176 bhp @ 4000 rpm,7,1475000
2015,86000,Diesel,Individual,Automatic,Second,2982 cc,169 bhp @ 3600 rpm,7,1800000
2018,38000,Petrol,Individual,Manual,First,1197 cc,81 bhp @ 6000 rpm,5,399000
2015,138314,Diesel,Individual,Manual,First,1582 cc,126 bhp @ 4000 rpm,5,890000
2021,9900,Petrol,Individual,Automatic,First,1591 cc,121 bhp @ 6300 rpm,5,1325000
2022,12500,Diesel,Individual,Automatic,UnRegistered Car,2148 cc,170@3700,5,5300000
2018,51529,Diesel,Individual,Automatic,First,1950 cc,192 bhp @ 3800 rpm,5,4775000
2013,60000,Diesel,Individual,Manual,First,1493 cc,100 bhp @ 3750 rpm,7,249000
2019,48000,Petrol,Individual,Manual,First,998 cc,67 bhp @ 6000 rpm,5,509999
2018,90000,Diesel,Individual,Manual,First,1956 cc,171 bhp @ 3750 rpm,5,1450000
2017,63000,Diesel,Individual,Manual,First,1598 cc,118 bhp @ 3750 rpm,5,640000
2017,65822,Diesel,Individual,Manual,First,793 cc,46 bhp @ 3500 rpm,5,299000
2009,102000,LPG,Individual,Manual,First,1061 cc,58@6000,5,195000
2011,72100,Diesel,Individual,Automatic,Second,2987 cc,235 bhp @ 4000 rpm,5,1495000
2021,7534,Petrol,Individual,Automatic,UnRegistered Car,2995 cc,335 bhp @ 5300 rpm,5,14900000
2013,34000,Petrol,Individual,Manual,First,1197 cc,80 bhp @ 5600 rpm,5,350000
2017,75000,Diesel,Individual,Manual,Second,2393 cc,148 bhp @ 3400 rpm,7,1421000
2017,99000,Petrol,Individual,Automatic,First,1199 cc,89 bhp @ 6000 rpm,5,595000
2013,42000,Diesel,Individual,Manual,First,1248 cc,74 bhp @ 4000 rpm,5,351000
2012,118000,Petrol,Individual,Manual,First,1586 cc,102@5500,5,325000
2017,78000,Diesel,Individual,Manual,First,2179 cc,140 bhp @ 3750 rpm,7,975000
2019,44000,Petrol,Individual,Manual,First,1462 cc,103 bhp @ 6000 rpm,5,825000
2017,88757,Diesel,Individual,Manual,Second,2179 cc,154 bhp @ 4000 rpm,6,1050000
2017,85000,Diesel,Individual,Automatic,Second,1968 cc,150 bhp @ 3500 rpm,5,1970000
2020,12136,Diesel,Corporate,Automatic,First,1995 cc,188 bhp @ 4000 rpm,5,4100000
2019,2200,Petrol,Individual,Manual,First,,,,385000
2015,49000,Diesel,Individual,Automatic,First,1968 cc,177 bhp @ 4200 rpm,5,1525000
2021,6000,Petrol,Individual,Automatic,First,1332 cc,161 bhp @ 5500 rpm,5,4150000
2017,64000,Diesel,Individual,Manual,First,1248 cc,89 bhp @ 4000 rpm,5,725000
2011,109000,Petrol,Individual,Manual,Second,1794 cc,132@6000,5,340000
2018,32000,Petrol,Individual,Manual,First,1197 cc,83 bhp @ 6000 rpm,5,650000
2019,13000,Petrol,Individual,Manual,First,1197 cc,83 bhp @ 6000 rpm,5,570000
2008,90000,Diesel,Individual,Manual,Fourth,2494 cc,102@5600,8,160000
2020,35000,Diesel,Individual,Manual,First,2179 cc,120 bhp @ 4000 rpm,7,1220000
2017,112000,Diesel,Individual,Manual,First,1997 cc,138 bhp @ 3750 rpm,7,800000
2017,40000,Petrol,Individual,Automatic,First,1197 cc,83 bhp @ 6000 rpm,5,660000
2017,53580,Petrol,Individual,Manual,First,1199 cc,89 bhp @ 6000 rpm,5,575000
2013,51500,Diesel,Individual,Manual,Second,1493 cc,100 bhp @ 3750 rpm,7,240000
2019,22000,Petrol,Individual,Manual,First,1497 cc,118 bhp @ 6600 rpm,5,950000
2017,23700,Petrol,Individual,Manual,First,799 cc,53 bhp @ 5678 rpm,5,419000
2017,48069,Petrol,Individual,Automatic,First,1197 cc,83 bhp @ 6000 rpm,5,750000
2019,48000,Diesel,Individual,Automatic,First,1968 cc,188 bhp @ 4200 rpm,5,3400000
2015,47981,Diesel,Individual,Automatic,First,1968 cc,141 bhp @ 4000 rpm,5,1160000
2021,26000,Diesel,Individual,Manual,First,1493 cc,113 bhp @ 4000 rpm,7,1750000
2020,63000,Diesel,Individual,Automatic,First,1493 cc,113 bhp @ 4000 rpm,5,1575000
2019,71500,Diesel,Individual,Automatic,Second,2755 cc,174 bhp @ 3400 rpm,7,2811000
2016,16630,Petrol,Individual,Manual,First,1197 cc,81 bhp @ 6000 rpm,5,475000
2018,36000,Diesel,Individual,Automatic,First,1968 cc,190 bhp @ 3800 rpm,5,4351000
2017,47255,Petrol,Individual,Manual,First,1497 cc,117 bhp @ 6600 rpm,5,850000
2018,50000,Diesel,Individual,Manual,First,2179 cc,153 bhp @ 3750 rpm,7,1095000
2021,18703,Diesel,Individual,Automatic,First,2993 cc,261 bhp @ 4000 rpm,5,7700000
2021,7935,Petrol,Individual,Automatic,UnRegistered Car,1984 cc,241 bhp @ 5000 rpm,5,5800000
2022,9355,Petrol,Individual,Automatic,First,1497 cc,113 bhp @ 6300 rpm,5,1925000
2018,34800,Petrol,Individual,Manual,First,799 cc,53 bhp @ 5678 rpm,5,305000
2013,72000,Diesel,Individual,Manual,Second,1461 cc,84 bhp @ 3750 rpm,5,385000
2012,86288,Diesel,Individual,Manual,First,1598 cc,103 bhp @ 4400 rpm,5,500000
2017,24003,Petrol,Individual,Manual,First,1199 cc,89 bhp @ 6000 rpm,5,655000
2017,28000,Diesel,Individual,Manual,First,1497 cc,108 bhp @ 3750 rpm,5,925000
2017,65000,Diesel,Individual,Manual,First,1396 cc,89 bhp @ 4000 rpm,5,690000
2019,75000,Diesel,Individual,Manual,First,2179 cc,153 bhp @ 3750 rpm,7,1500000
2015,45000,Diesel,Individual,Manual,Second,1248 cc,89 bhp @ 4000 rpm,7,625000
2018,71000,Diesel,Individual,Manual,Second,1582 cc,126 bhp @ 4000 rpm,5,844999
2018,54000,Petrol,Individual,Automatic,First,1497 cc,117 bhp @ 6600 rpm,7,745000
2015,49776,Diesel,Individual,Automatic,First,1493 cc,84 bhp @ 3750 rpm,7,650000
2017,61000,Diesel,Individual,Manual,First,1248 cc,89 bhp @ 4000 rpm,5,640000
2017,68000,Diesel,Corporate,Automatic,Second,1984 cc,150 bhp @ 3500 rpm,5,2050000
2014,47884,Petrol,Individual,Automatic,First,998 cc,67 bhp @ 6000 rpm,5,395000
2017,56000,Petrol,Individual,Automatic,First,1798 cc,177 bhp @ 5100 rpm,5,1390000
2010,58424,Petrol,Individual,Manual,First,1497 cc,118@6600,5,365000
2017,55000,Diesel,Individual,Manual,First,1120 cc,71 bhp @ 4000 rpm,5,451000
1996,100000,Petrol + LPG,Individual,Manual,Second,,,,130000
2017,45000,Diesel,Individual,Automatic,First,2755 cc,172 bhp @ 3400 rpm,7,2150000
2011,75000,Diesel,Individual,Manual,First,1248 cc,75@4000,5,195000
2018,47000,Petrol,Individual,Manual,First,1598 cc,104 bhp @ 5250 rpm,5,880000
2019,38000,Petrol,Individual,Automatic,First,1591 cc,121 bhp @ 6300 rpm,5,1180000
2016,17000,Petrol,Individual,Manual,First,796 cc,47 bhp @ 6000 rpm,5,285000
2020,20000,Diesel,Individual,Automatic,First,2993 cc,258 bhp @ 4000 rpm,7,7998999
2018,925000,Diesel,Individual,Manual,First,1582 cc,126 bhp @ 4000 rpm,5,925000
2019,35000,Diesel,Individual,Manual,First,1498 cc,99 bhp @ 3750 rpm,5,675000
2015,34303,Diesel,Individual,Automatic,Second,1496 cc,114 bhp @ 4000 rpm,5,2500000
2019,34000,Diesel,Individual,Automatic,First,1968 cc,190 bhp @ 3800 rpm,5,3675000
2022,8000,Diesel,Individual,Automatic,First,1493 cc,113 bhp @ 4000 rpm,7,2400000
2020,27000,Diesel,Individual,Manual,First,1493 cc,113 bhp @ 4000 rpm,5,1300000
2021,6600,Petrol,Individual,Automatic,First,1197 cc,82 bhp @ 6000 rpm,5,825000
2015,125000,Diesel,Individual,Manual,Third,2494 cc,101 bhp @ 3600 rpm,8,899000
2021,13424,Petrol,Individual,Manual,First,796 cc,47 bhp @ 6000 rpm,5,409999
2015,78000,CNG,Individual,Manual,First,796 cc,47 bhp @ 6000 rpm,5,289000
2011,69276,Petrol,Individual,Manual,First,998 cc,67 bhp @ 6200 rpm,5,280000
2017,31000,Diesel,Individual,Manual,First,1582 cc,126 bhp @ 4000 rpm,5,811999
2017,33000,Diesel,Individual,Automatic,Second,2993 cc,261 bhp @ 4000 rpm,4,5400000
2012,54000,Petrol,Individual,Manual,First,998 cc,68@6200,5,220000
2014,54000,Diesel,Individual,Manual,First,1498 cc,89 bhp @ 4200 rpm,5,625000
2017,75000,Diesel,Individual,Manual,First,1248 cc,89 bhp @ 4000 rpm,5,725000
2017,63651,Diesel,Individual,Automatic,First,1995 cc,190 bhp @ 4000 rpm,5,4195000
2014,71796,Diesel,Individual,Automatic,Third,1968 cc,174 bhp @ 4200 rpm,5,1450000
2014,74000,Diesel,Individual,Manual,Second,1461 cc,84 bhp @ 3750 rpm,5,425000
2013,82461,Petrol,Individual,Manual,First,814 cc,55 bhp @ 5500 rpm,5,250000
2018,66000,Diesel,Individual,Manual,First,1248 cc,74 bhp @ 4000 rpm,5,800000
2015,87000,Diesel,Individual,Manual,First,2179 cc,120 bhp @ 4000 rpm,8,875000
2016,61109,Diesel,Individual,Automatic,Second,2143 cc,134 bhp @ 3600 rpm,5,2275000
2019,32000,Petrol,Individual,Manual,First,1199 cc,84 bhp @ 6000 rpm,5,525000
2021,6600,Petrol,Individual,Automatic,First,2996 cc,362 bhp @ 5250 rpm,5,20000000
2021,14000,Petrol,Individual,Manual,First,1997 cc,150 bhp @ 5000 rpm,4,1520000
2009,135797,Petrol,Individual,Manual,Second,1086 cc,67@5500,5,170000
2019,42475,Diesel,Individual,Automatic,First,3198 cc,197 bhp @ 3000 rpm,7,3300000
2018,27239,Petrol,Individual,Automatic,First,998 cc,67 bhp @ 6000 rpm,5,575000
2013,66000,Petrol,Individual,Manual,First,995 cc,62 bhp @ 5400 rpm,5,190000
2022,2272,Petrol,Individual,Manual,First,1197 cc,82 bhp @ 6000 rpm,5,755000
2015,50000,Petrol,Individual,Automatic,First,1997 cc,154 bhp @ 6500 rpm,5,1130000
2019,17491,Petrol,Individual,Manual,First,,,,316000
2017,38674,Petrol,Individual,Manual,First,1197 cc,83 bhp @ 6000 rpm,5,610000
2016,40000,Diesel,Individual,Automatic,First,1968 cc,174 bhp @ 4200 rpm,5,1875000
2021,14000,CNG,Individual,Manual,First,796 cc,47 bhp @ 6000 rpm,5,480000
2019,32000,Petrol,Individual,Manual,First,999 cc,67 bhp @ 5500 rpm,5,365000
2012,72000,Petrol,Individual,Manual,Third,,,,250000
2017,82000,Diesel,Individual,Manual,First,1498 cc,99 bhp @ 3750 rpm,5,745000
2013,52000,Petrol,Individual,Automatic,Second,1595 cc,120 bhp @ 5000 rpm,5,1150000
2020,38500,Electric,Individual,Automatic,First,,,5,2100000
2014,56000,Diesel,Individual,Manual,Third,1120 cc,71 bhp @ 4000 rpm,5,200000
2016,42000,Petrol,Individual,Automatic,First,1497 cc,117 bhp @ 6600 rpm,5,775000
2016,57983,Petrol,Individual,Manual,First,1591 cc,122 bhp @ 6400 rpm,5,860000
2018,15600,Petrol,Corporate,Automatic,First,1395 cc,148 bhp @ 5000 rpm,5,2089999
2019,26000,Diesel,Individual,Manual,First,1582 cc,126 bhp @ 4000 rpm,5,1100000
2021,5000,Diesel,Individual,Automatic,UnRegistered Car,2925 cc,282 bhp @ 3600 rpm,5,18500000
2011,90000,Diesel,Individual,Manual,Second,1248 cc,74 bhp @ 4000 rpm,5,260000
2016,43323,Diesel,Individual,Automatic,Second,2143 cc,204 bhp @ 4200 rpm,5,2690000
2020,94182,Diesel,Individual,Automatic,First,1968 cc,141 bhp @ 3500 rpm,5,1400000
2022,3395,Petrol,Individual,Manual,First,1086 cc,68 bhp @ 5500 rpm,5,515000
2014,53213,Diesel,Individual,Manual,First,1248 cc,89 bhp @ 4000 rpm,7,600000
2017,93000,Diesel,Individual,Automatic,First,3198 cc,197 bhp @ 3000 rpm,7,2000000
2018,45000,Diesel,Individual,Automatic,First,1999 cc,177 bhp @ 4000 rpm,5,2850000
2017,110000,Diesel,Individual,Automatic,First,2755 cc,174 bhp @ 3400 rpm,7,3200000
2016,70000,Petrol,Individual,Manual,First,1798 cc,138 bhp @ 6400 rpm,5,1075000
2020,40000,Petrol,Individual,Manual,First,1199 cc,85 bhp @ 6000 rpm,5,575000
2018,52000,Diesel,Individual,Automatic,First,1969 cc,190 bhp @ 4000 rpm,5,3950000
2019,6200,Petrol,Individual,Manual,First,1462 cc,103 bhp @ 6000 rpm,5,750000
2017,75650,Diesel,Individual,Manual,First,1498 cc,99 bhp @ 3600 rpm,5,755000
2010,60000,Petrol,Individual,Manual,Third,1197 cc,80@5200,5,190000
2014,89000,Diesel,Individual,Manual,First,1248 cc,74 bhp @ 4000 rpm,5,425000
2014,43000,Petrol,Individual,Automatic,Second,,,,3600000
2019,56000,CNG,Individual,Manual,First,796 cc,47 bhp @ 6000 rpm,5,390000
2017,57000,Diesel,Individual,Manual,Second,1582 cc,126 bhp @ 4000 rpm,5,855000
2012,56000,Petrol,Individual,Manual,First,814 cc,55 bhp @ 5500 rpm,5,225000
2016,60000,Diesel,Individual,Automatic,First,1968 cc,190 bhp @ 3800 rpm,5,2425000
2019,61805,Diesel,Individual,Manual,First,2179 cc,140 bhp @ 3750 rpm,7,1270000
2014,58000,CNG,Individual,Manual,Second,998 cc,58 bhp @ 6200 rpm,5,325000
2019,33000,Petrol,Individual,Manual,First,1198 cc,108 bhp @ 5000 rpm,5,750000
2008,70000,Petrol,Individual,Automatic,Second,1497 cc,78@5500,5,185000
2014,48000,Petrol,Individual,Automatic,First,998 cc,67 bhp @ 6000 rpm,5,450000
2020,12400,Diesel,Individual,Manual,First,1956 cc,169 bhp @ 3750 rpm,5,1710000
2017,92000,Diesel,Individual,Manual,First,1493 cc,70 bhp @ 3600 rpm,7,665000
2015,64000,Diesel,Individual,Manual,First,1582 cc,126 bhp @ 4000 rpm,5,871000
2021,18000,CNG,Individual,Manual,First,998 cc,58 bhp @ 6200 rpm,5,625000
2016,53376,Diesel,Individual,Manual,First,1198 cc,77 bhp @ 3750 rpm,6,495000
2016,70000,Diesel,Individual,Manual,First,1498 cc,99 bhp @ 3600 rpm,5,600000
2019,70000,Diesel,Individual,Manual,Second,1493 cc,70 bhp @ 3600 rpm,7,875000
2014,65123,Diesel,Individual,Manual,First,1582 cc,126 bhp @ 4000 rpm,5,595000
2014,58600,Petrol,Individual,Manual,First,1198 cc,87 bhp @ 6000 rpm,5,425000
2021,7500,Petrol,Individual,Manual,First,998 cc,118 bhp @ 6000 rpm,5,1050000
2019,39000,Diesel,Individual,Manual,First,1582 cc,126 bhp @ 4000 rpm,5,1299000
2009,23000,Petrol,Individual,Manual,First,1086 cc,67@5500,5,175000
2019,27900,Petrol,Individual,Manual,First,1462 cc,103 bhp @ 6000 rpm,6,994999
2019,42000,CNG,Individual,Manual,First,1373 cc,94 bhp @ 6000 rpm,7,1025000
2016,27011,Diesel,Individual,Automatic,Second,2993 cc,258 bhp @ 4000 rpm,7,4175000
2016,122000,Petrol,Individual,Manual,First,999 cc,67 bhp @ 5500 rpm,5,265000
2015,48000,Petrol,Individual,Manual,First,1197 cc,83 bhp @ 6000 rpm,5,475000
2018,9000,Petrol,Individual,Manual,First,1197 cc,82 bhp @ 6000 rpm,5,660000
2019,32000,Petrol,Individual,Automatic,First,999 cc,67 bhp @ 5500 rpm,5,490000
2018,54000,Petrol,Individual,Automatic,First,2694 cc,164 bhp @ 5200 rpm,7,1950000
2012,57000,Petrol,Individual,Manual,First,1498 cc,98 bhp @ 6000 rpm,5,315000
2017,90000,Diesel,Individual,Automatic,First,2143 cc,201 bhp @ 3800 rpm,5,4190000
2016,49000,Petrol,Individual,Manual,First,1198 cc,87 bhp @ 6000 rpm,5,341000
2018,71000,Diesel,Individual,Manual,Second,1248 cc,89 bhp @ 4000 rpm,5,950000
2014,20000,Petrol,Individual,Manual,Second,1197 cc,85 bhp @ 6000 rpm,5,409999
2012,12300,Petrol,Individual,Manual,First,998 cc,68@6200,5,290000
2021,5000,Diesel,Individual,Manual,First,1248 cc,89 bhp @ 4000 rpm,5,1050000
2013,68000,Petrol,Individual,Manual,First,1197 cc,85 bhp @ 6000 rpm,5,365000
2019,17000,Diesel,Individual,Automatic,First,2143 cc,136 bhp @ 3200 rpm,5,3100000
2022,15000,Diesel,Individual,Automatic,First,2184 cc,130 bhp @ 3750 rpm,4,1875000
2019,24444,Petrol,Individual,Automatic,Second,1999 cc,236 bhp @ 5500 rpm,7,5100000
2015,43000,Diesel,Individual,Manual,First,1498 cc,89 bhp @ 3750 rpm,5,595000
2020,18000,Diesel,Individual,Automatic,First,1950 cc,192 bhp @ 3800 rpm,5,5200000
2014,82000,Diesel,Individual,Automatic,First,2993 cc,289 bhp @ 4000 rpm,5,6000000
2019,57000,Diesel,Individual,Automatic,First,2143 cc,201 bhp @ 3800 rpm,5,5775000
2021,2610,Petrol,Individual,Automatic,First,1991 cc,201 bhp @ 5800 rpm,5,4975000
2017,92000,Diesel,Individual,Manual,Second,1248 cc,89 bhp @ 4000 rpm,5,650000
2017,40879,Petrol,Individual,Automatic,First,1197 cc,82 bhp @ 6000 rpm,5,521000
2016,80000,Diesel,Individual,Manual,First,1498 cc,99 bhp @ 3750 rpm,5,570000
2022,5500,Diesel,Individual,Automatic,UnRegistered Car,1950 cc,192 bhp @ 3800 rpm,5,8100000
2011,89000,Diesel,Individual,Manual,Second,1248 cc,75@4000,5,160000
2017,68690,Diesel,Corporate,Automatic,First,2993 cc,258 bhp @ 4000 rpm,5,5500000
2018,50000,Petrol,Individual,Manual,UnRegistered Car,,,5,420000
2018,19000,Petrol,Individual,Manual,First,999 cc,67 bhp @ 5500 rpm,5,299000
2012,130000,Diesel,Individual,Manual,First,1598 cc,105 bhp @ 4400 rpm,5,350000
2017,35000,Diesel,Individual,Manual,First,1248 cc,74 bhp @ 4000 rpm,5,575000
2013,64418,Petrol,Individual,Automatic,Second,1198 cc,87 bhp @ 6000 rpm,5,335000
2019,10265,Petrol,Individual,Manual,First,1197 cc,81 bhp @ 6000 rpm,5,480000
2021,15000,CNG,Individual,Manual,First,998 cc,58 bhp @ 5500 rpm,5,675000
2012,85000,Diesel,Individual,Manual,First,1498 cc,89 bhp @ 3750 rpm,5,350000
2018,90000,Diesel,Individual,Automatic,Second,2143 cc,134 bhp @ 3600 rpm,5,2500000
2013,89000,CNG,Individual,Manual,First,998 cc,59@6200,5,260000
2017,43000,CNG,Individual,Manual,First,998 cc,58 bhp @ 6200 rpm,5,400000
2017,219000,Diesel,Individual,Automatic,Second,2755 cc,174 bhp @ 3400 rpm,7,2750000
2010,261236,Petrol,Individual,Manual,First,1998 cc,136@5600,8,555000
2017,50000,Diesel,Individual,Manual,First,1248 cc,89 bhp @ 4000 rpm,5,790000
2014,48000,Petrol,Individual,Manual,Third,796 cc,47 bhp @ 6000 rpm,5,180000
2019,39000,Diesel,Individual,Manual,First,1120 cc,71 bhp @ 4000 rpm,5,551000
2018,33030,Diesel,Individual,Manual,First,1248 cc,89 bhp @ 4000 rpm,5,860000
2013,86000,Petrol,Individual,Manual,Second,1497 cc,116 bhp @ 6600 rpm,5,375000
2017,55000,Petrol,Individual,Automatic,First,1373 cc,91 bhp @ 6000 rpm,5,725000
2017,35000,Petrol,Individual,Manual,First,1197 cc,81 bhp @ 6000 rpm,5,400000
2022,2000,Petrol,Individual,Automatic,First,1368 cc,161 bhp @ 5500 rpm,5,2275000
2018,90000,Diesel,Individual,Manual,First,1956 cc,171 bhp @ 3750 rpm,5,1250000
2012,96506,Petrol,Individual,Manual,Second,1497 cc,116 bhp @ 6600 rpm,5,499000
2014,88000,Petrol,Individual,Automatic,First,1598 cc,103 bhp @ 5250 rpm,5,399000
2008,140987,Diesel,Individual,Automatic,Second,2987 cc,198@4000,5,335000
2015,52000,Petrol,Individual,Manual,First,1197 cc,85 bhp @ 6000 rpm,5,450000
2015,54443,Petrol,Individual,Automatic,First,998 cc,67 bhp @ 6000 rpm,5,409999
2020,9500,Diesel,Corporate,Automatic,First,1950 cc,192 bhp @ 3800 rpm,5,6100000
2018,75000,Diesel,Individual,Automatic,Second,2993 cc,258 bhp @ 4000 rpm,7,4690000
2012,89000,Diesel,Individual,Automatic,Second,,,,775000
2017,42000,Petrol,Individual,Automatic,First,1395 cc,148 bhp @ 5000 rpm,5,3000000
2018,25000,Petrol,Individual,Manual,Second,999 cc,67 bhp @ 5500 rpm,5,250000
2021,39000,Diesel,Individual,Automatic,First,1995 cc,190 bhp @ 4000 rpm,5,6200000
2014,86000,Diesel,Individual,Manual,First,1248 cc,74 bhp @ 4000 rpm,5,590000
2013,50300,Diesel,Individual,Automatic,Second,1995 cc,112 bhp @,5,1300000
2018,43000,Diesel,Individual,Automatic,First,2179 cc,153 bhp @ 3750 rpm,7,1639999
2013,83555,Diesel,Individual,Manual,First,2179 cc,140 bhp @ 3750 rpm,7,740000
2019,27500,Diesel,Individual,Manual,First,1493 cc,70 bhp @ 3600 rpm,7,770000
2013,75000,Diesel,Individual,Manual,First,1498 cc,89 bhp @ 3750 rpm,5,530000
2015,87000,Diesel,Individual,Automatic,First,2993 cc,258 bhp @ 4000 rpm,5,2975000
2022,5800,Diesel,Individual,Automatic,First,1493 cc,113 bhp @ 4000 rpm,5,1989999
2018,173000,Diesel,Individual,Manual,First,2755 cc,174 bhp @ 3400 rpm,7,3250000
2021,7000,Petrol,Individual,Automatic,First,1353 cc,138 bhp @ 6000 rpm,5,1975000
2015,121000,Diesel,Individual,Manual,First,2179 cc,138 bhp @ 3750 rpm,7,735000
2013,96000,Diesel,Individual,Manual,First,2179 cc,138 bhp @ 4000 rpm,7,425000
2008,57885,Petrol,Individual,Automatic,First,,,,195000
2011,38091,Petrol,Individual,Manual,First,1197 cc,80 bhp @ 5600 rpm,5,315000
2013,34000,Petrol,Individual,Manual,First,814 cc,55 bhp @ 5500 rpm,5,275000
2018,75000,Diesel,Individual,Manual,First,1498 cc,99 bhp @ 3600 rpm,5,750000
2014,82000,Diesel,Individual,Manual,First,1364 cc,67 bhp @ 3800 rpm,5,465000
2021,20000,Petrol,Individual,Manual,First,998 cc,118 bhp @ 6000 rpm,5,1325000
2008,65000,Diesel,Individual,Manual,Second,1248 cc,74 bhp @ 4000 rpm,5,175000
2020,88000,Petrol,Individual,Automatic,First,1997 cc,247 bhp @ 5500 rpm,5,8900000
2011,65000,Petrol,Individual,Automatic,Second,1991 cc,184 bhp @ 5500 rpm,5,950000
2011,65000,Diesel,Individual,Manual,First,1248 cc,74 bhp @ 4000 rpm,5,275000
2011,41000,Petrol,Individual,Manual,Second,998 cc,68@6200,5,265000
2010,127000,Diesel,Individual,Manual,Third,2982 cc,171@3600,7,1000000
2016,51834,Petrol,Individual,Manual,Second,1497 cc,117 bhp @ 6600 rpm,5,730000
2018,28000,Petrol,Individual,Automatic,First,1368 cc,160 bhp @ 5500 rpm,5,1495000
2014,39000,Petrol,Individual,Automatic,Second,1595 cc,120 bhp @ 5000 rpm,5,1150000
2015,116592,Petrol,Individual,Automatic,First,1497 cc,117 bhp @ 6600 rpm,5,590000
2014,80000,Diesel,Individual,Automatic,First,2143 cc,168 bhp @ 3000 rpm,5,2450000
2014,32000,Petrol,Individual,Manual,First,1199 cc,85 bhp @ 6000 rpm,5,299000
2016,21200,Diesel,Individual,Automatic,First,2143 cc,168 bhp @ 3000 rpm,5,2850000
2022,75,Petrol,Individual,Automatic,First,1997 cc,197 bhp @ 5000 rpm,7,2765000
2014,75693,CNG,Individual,Manual,Second,998 cc,58 bhp @ 6200 rpm,5,365000
2018,85000,Diesel,Individual,Manual,First,1248 cc,89 bhp @ 4000 rpm,5,850000
2015,49000,Petrol,Individual,Manual,First,1497 cc,117 bhp @ 6600 rpm,5,480000
2016,71000,Diesel,Individual,Manual,Second,1120 cc,70 bhp @ 4000 rpm,5,345000
2017,80000,Petrol,Individual,Automatic,First,2996 cc,329 bhp @ 5250 rpm,5,5950000
2016,47000,Petrol,Individual,Manual,First,1591 cc,122 bhp @ 6400 rpm,5,891000
2021,48000,Petrol,Individual,Manual,First,1462 cc,103 bhp @ 6000 rpm,5,925000
2014,68000,Diesel,Individual,Manual,First,1396 cc,90@4000,5,409999
2014,79000,Petrol,Individual,Manual,Second,1197 cc,85 bhp @ 6000 rpm,5,245000
2016,90300,Diesel,Individual,Manual,First,2179 cc,138 bhp @ 3750 rpm,7,850000
2014,83000,Petrol,Individual,Manual,Second,814 cc,55 bhp @ 5500 rpm,5,275000
2013,73000,Petrol,Individual,Manual,First,1196 cc,70 bhp @ 6250 rpm,5,240000
2018,60474,Diesel,Individual,Automatic,First,1995 cc,188 bhp @ 4000 rpm,5,4290000
2017,72000,Diesel,Individual,Manual,First,1493 cc,70 bhp @ 3600 rpm,7,670000
